Key,Type,Desc,English,Japanese
Rules/Part12_text30,Text,,"This symbol means that you place an <color=#ffab49>ocean tile</color>. This increases your TR by 1 step. There are 12 areas on the game view that are <color=#ffab49>reserved for ocean tiles</color>; Ocean tiles may only be placed on such areas and no other tiles may be placed there. Ocean tiles are not owned by any player, but generate a 2 M€ placement bonus each for any player subsequently placing tiles next to them.",このマークは<color=#ffab49>海洋タイル</color>を置くことを意味します。これにより、TRが1段階上昇します。ゲーム画面には<color=#ffab49>海洋タイル専用</color>のエリアが12箇所あり、海洋タイルはそのエリアのみに置くことができ、他のタイルは置くことができません。海洋タイルはどのプレイヤーにも所有されていませんが、その後にタイルを配置するプレイヤーにはそれぞれ2M€の配置ボーナスが発生します。
Rules/Part12_text31,Text,,"This symbol means that you place a <color=#ffab49>greenery tile</color> (this also increases oxygen level and TR). The tile must be placed next to another tile that you own if possible. If you have no tiles or no area next to them, you may place it on any available area. Greenery tiles are worth 1 VP at the end of the game, and also generate a VP to any adjacent city (see city tile rules). ",このマークは<color=#ffab49>緑地タイル</color>を置くことを意味します（これは酸素量とTRも増加させます）。このタイルは、可能であればあなたが所有している他のタイルの隣に置かなければなりません。タイルがない、または隣に領域がない場合は、利用可能な任意の領域に置くことができます。緑地タイルはゲーム終了時に1VPの価値があり、また隣接する任意の都市にVPを発生させます（都市タイルのルールを参照）。 
Rules/Part12_text32,Text,,This symbol means that you place a <color=#ffab49>city tile</color>. The tile may not be placed next to another city tile. Each city tile is worth 1 VP for each adjacent greenery tile (regardless of who owns the greenery tile) at the end of the game. ,このマークは<color=#ffab49>都市タイル</color>を配置することを意味します。このタイルは他の都市タイルの隣に置くことはできません。各都市タイルは、ゲーム終了時に隣接する緑地タイル1枚につき1VPの価値があります（緑地タイルの所有者に関係なく）。 
Rules/Part12_text33,Text,,Symbol tiles in brown mean that you place the <color=#ffab49>special tile</color> described on the card. Any special rules and placement restrictions are specified on the card.,茶色のシンボルタイルは、カードに記載されている<color=#ffab49>特殊タイル</color>を置くことを意味します。特別なルールや配置制限がある場合は、カードに明記されています。
Rules/Part12_text34,Text,,"<color=#ffab49>Red border on icons</color>
 When an icon has a red border, it means that it targets any player (you or an opponent).
 A card that removes red-bordered resources, may remove those resources from any one player (this effect may also be performed partly, or not at all).
 A card effect that reduces production of a red-bordered resource must be performed, so if your opponent doesn’t have that production, then you must lower your own production or not play the card at all.
 A card with a red-bordered tile icon targets any or all players’ tiles.
 A card with a red-bordered tag icon targets all cards with that icon, whether they belong to you or another player.","<color=#ffab49>アイコンの赤枠</color>
アイコンに赤枠がある場合、それは任意のプレイヤー（あなたまたは対戦相手）を対象とすることを意味します。
赤枠の資源を除去するカードの効果は、任意のプレイヤーからその資源を除去することができます（この効果は部分的に行われることも、全く行われないこともあります）。赤枠の資源の生産量を減らすカードの効果は、必ず実行しなければならないので、対戦相手がその生産量を持っていない場合は、自分の生産量を減らすか、そのカードを一切プレイしないようにしなければなりません。
赤枠のタイルアイコンを持つカードは、任意またはすべてのプレイヤーのタイルを対象とします。
赤枠のタグのアイコンを持つカードは、そのアイコンを持つすべてのカードを対象とし、それが自分か他のプレイヤーのものであるかに関係なく、対象となります。"
Rules/Part12_text35,Text,,"<color=#ffab49>Asterisk</color>
When an icon has an asterisk (*) next to it, there is a special rule that you must read in the explanation text on the card.","<color=#ffab49>アスタリスク(*)</color>
アイコンの横にアスタリスク(*)が付いているものは、カードに書かれている説明文を読まなければならない特別なルールがあります。"
Rules/Part12_title,Text,,SYMBOLS,シンボル
Rules/Part13_text01,Text,,"<color=#ffab49>End your turn:</color> Enter
<color=#ffab49>Skip your turn:</color> Enter
<color=#ffab49>Pass your turn:</color> Enter
<color=#ffab49>Menu:</color> Tab
<color=#ffab49>Chat:</color> C
<color=#ffab49>Log:</color> L
<color=#ffab49>Accept:</color> Enter
<color=#ffab49>Cancel:</color> Esc
<color=#ffab49>Return to Main Menu:</color> Esc","<color=#ffab49>End your turn:</color> Enter
<color=#ffab49>Skip your turn:</color> Enter
<color=#ffab49>Pass your turn:</color> Enter
<color=#ffab49>Menu:</color> Tab
<color=#ffab49>Chat:</color> C
<color=#ffab49>ログ：</color> L
<color=#ffab49>承認：</color> Enter
<color=#ffab49>キャンセル：</color> Esc
<color=#ffab49>メインメニューに戻る：</color> Esc"
Rules/Part13_title,Text,,KEYBOARD SHORTCUTS,キーボードショートカット
Rules/PartHellas_text01,Text,,"Hellas and Elysium are two new maps that depict a new region of Mars. The areas and their possible placement bonuses have been entirely redesigned in relation to the Tharsis map. Each map is associated with new objectives and new rewards.


<color=#ffab49>Hellas</color>
This map shows the South Pole of Mars as well as the great Hellas sea. The plant bonuses are at the top of the map. Part of the map overlaps the original Tharsis map, with Argyre Planitia and its mountains. 

There are two new placement bonuses. 
Heat is found in the Hellas sea, because the Martian crust is thinner in this area, and it is also found around the South Pole, where frozen carbon dioxide can be released into the atmosphere in the form of a greenhouse gas. 
The other special bonus is on the South Pole itself. By paying 6 Megacredits to place a tile in this area, you will get an Ocean tile that you can place on any available Ocean area. 

Neither volcanoes nor the Noctis region appear on the Hellas map. Therefore, the tiles for the <color=#ffab49>Noctis City</color> and <color=#ffab49>Lava Flows</color> cards can be placed on any non-ocean area, without placement restrictions.


<color=#ffab49>Elysium</color>
This map shows the region west of Tharsis from Olympus Mons, the highest mountain in the solar system, to Elysium Mons. In the north, the great northern lowlands, Vastitas Borealis, stretches down to the equator while the south is dominated by its crater-filled highlands. The Elysium map overlaps the original Tharsis map, thanks to Arsia Mons. 

There are no special placement bonuses on this map. 

Like Hellas, Elysium does not have a Noctis region, so the tile for the <color=#ffab49>Noctis City</color> card can be placed without restriction. However, unlike Hellas, this map has four volcanic sites where you can place the <color=#ffab49>Lava Flows</color> tile. The volcanos are: Arsia Mons, Olympus Mons, Elysium Mons and Hecates Tholus.
","ヘラスとエリシオンは、火星の新たな地域を描いた2つの新マップです。サーシスマップとの関連で、エリアとその配置ボーナスの可能性が完全に再設計されました。各マップには、新たな目的と新たな報酬が関連付けられています。

<カラー=#ffab49>ヘラス</color> (ヘラス)
このマップには火星の南極と、大きなヘラス海洋が描かれています。プラントボーナスはマップの上部にあります。マップの一部はオリジナルのTharsisマップと重なっており、Argyre Planitiaとその山々がある。
新しい配置ボーナスは2つあります。

熱はヘラス海洋域にあり、この地域は火星の地殻が薄いからです。また、南極周辺にもあり、凍った二酸化炭素が温室効果ガスとして大気中に放出される可能性があります。
もう一つのスペシャルボーナスは、南極そのものにあります。このエリアに6メガクレジットを支払ってタイルを置くことで、あなたは海洋タイルを手に入れ、それを任意の空いている海洋エリアに配置することができます。

火山やノクティス地方は、ヘラスマップには現れません。したがって、<color=#ffab49>Noctis City</color>と<color=#ffab49>Lava Flows</color>カードのタイルは、配置制限なく、海洋以外のエリアに配置することが可能です。

<color=#ffab49>エリシウム</color>の場合
太陽系最高峰のオリンポス山からエリジウム山までの、ターシス以西の地域が描かれた地図。北には北の大低地Vastitas Borealisが赤道まで伸びており、南はそのクレーターだらけの高地が広がっている。エリュシオンマップは、アルシアモンズのおかげでオリジナルのタルシスマップと重なっています。
このマップには特別な配置ボーナスはありません。
ヘラス同様、エリジウムにもノクティス地方はないので、<color=#ffab49>Noctis City</color>カード用のタイルは制限なく配置できる。ただし、ヘラスとは異なり、このマップには<color=#ffab49>Lava Flows</color>タイルを置くことができる4つの火山地帯が存在します。その火山とはArsia Mons、Olympus Mons、Elysium Mons、Hecates Tholusです。"
Rules/PartHellas_title,Text,,Hellas & Elysium,ヘラス＆エリシオン
Rules/PartPrelude_text01,Text,,"<color=#ffab49>Prelude cards</color>
When cards are dealt in the setup, 4 Prelude cards are also dealt to each player. The players choose 2 Prelude cards to keep at the same time as choosing corporations and project cards. The Prelude cards do not cost anything to keep. 
After all corporations have been played and cards paid for, there is an extra round where each player plays their pair of picked Prelude cards in player order, and discards their remaining 2 Prelude cards. They work like green cards, and stay in play with their tags visible.
After this, the first player begins the action phase. Note that the whole setup counts as part of generation 1.","<color=#ffab49>プレリュードカード</color>
セットアップでカードが配られるとき、各プレイヤーに4枚のプレリュードカードも配られます。
プレイヤーは企業カードとプロジェクトカードを選ぶと同時に、2枚のプレリュードカードを選んでキープします。プレリュードカードはキープするためのコストはかかりません。
すべての企業がプレイされ、カードが支払われた後、追加ラウンドがあり、各プレイヤーは選んだプレリュードカードのペアをプレイヤー順にプレイし、残りのプレリュードカード2枚を捨て札にします。これらのカードは緑のカードと同じように機能し、タグを表示したままプレイに残ります。
この後、最初のプレイヤーがアクションフェイズを開始します。なお、このセットアップはすべて第1世代に含まれるものです。"
Rules/PartPrelude_text02,Text,,"<color=#ffab49>Wild tag</color>
After being played, when you perform an action, the wild tag is a tag of your choice. This means it does not trigger when being put into play. Nor does it count for awards, but you can use it in an action to, for example, claim a milestone.","<color=#ffab49>任意タグ</color>
プレイされた後、アクションを実行すると、任意タグはあなたの選んだタグになります。
つまり、プレイに出されたときに誘発することはありません。また、アワードにもカウントされませんが、例えばマイルストーンを要求するようなアクションに使用することは可能です。"
Rules/PartPrelude_text03,Text,,"<color=#ffab49>Playing solo with Prelude</color>
When using the Prelude cards in a solo game, you only have 12 generations to complete terraforming.","<color=#ffab49>プレリュードを使ったソロプレイ</color>
ソロプレイでプレリュードカードを使用する場合、テラフォーミングを完了させるためには12世代しかありません。"
Rules/PartPrelude_text04,Text,,"<color=#ffab49>TR 63 (new solo variant)</color>
This new solo variant may be used with any expansion. Your goal is no longer to complete the global parameters, but to reach a Terraform Rating of 63 in 14 generations (or 12 generations if playing with the Prelude cards). In TR 63, a new standard project is introduced, <color=#ffab49>BUFFER GAS</color>, which costs 16 M€ and gives 1 TR.
All other rules apply as for a normal solo game.","<color=#ffab49>TR 63 (新ソロバージョン)</color>この新しいソロバージョンは、どの拡張でも使用することができます。
目標はもはやグローバル・パラメータの完成ではなく、14世代（プレリュード・カードでプレイする場合は12世代）でテラフォーム評価63を達成することである。TR63では、新しい標準プロジェクトとして<color=#ffab49>BUFFER GAS</color>が導入され、コスト16M€で1TRが与えられます。
その他のルールは、通常のソロゲームと同様です。"
Rules/PartPrelude_title,Text,,PRELUDE,プレリュード
Shop/BuyButton,Text,,Buy for {0},{0} で購入
Shop/BuyButtonNoPrice,Text,,Buy,購入
Shop/Owned,Text,,Owned,所有
Shop/RestorePurchaseButton,Text,,RESTORE PURCHASE,買い戻す
Shop/RulesButton,Text,,Rules,ルール
Shop/Title,Text,,SHOP,ショップ
Shop/genericShopButton,Text,,Check the expansion,拡張を確認する
Shop/genericShopButtonPlurals,Text,,Check the expansions,エクスパンション（拡張）の確認
Shop/hellasDescription,Text,,"""Explore the other face of Mars through two additional maps, each with their own specificities and strategies, thanks to the Hellas & Elysium DLC. The taming of the Red Planet continues! 

- Hellas brings you to the Hellas sea and the South Pole. Play around the two new placement bonuses on the map. The first yields heat while the other gives the player an ocean tile in exchange for 6 Megacredits. 
- Discover the astonishing Elysium and the other face of Mars with some highly valuable placement bonuses such as the Olympus Mons and other volcanic sites. Be quick or risk losing these spots forever. 
- Each map also changes the Awards and Milestones present in Terraforming Mars. From the Space Baron award and Polar Explorer milestone of Hellas to the unique Estate dealer tile objective of Elysium, be prepared for new strategic opportunities!  ""","""Hellas & Elysium ""DLCにより、それぞれ独自の特殊性と戦略を持つ2つの追加マップを通じて、火星のもう一つの顔を探検してみましょう。赤い惑星のテイミングは続く
- ヘラスでは、ヘラス海洋と南極に行くことができます。マップには新たに2つの配置ボーナスが追加され、遊んでみましょう。1つは熱をもたらし、もう1つは6枚のメガクレジットと引き換えに海洋タイルを獲得できます。
- オリンポス・モンズやその他の火山地帯など、非常に価値の高い配置ボーナスで、驚くべきエリシウムや火星のもう一つの顔を発見してください。早くしないと、これらのスポットを永遠に失ってしまう恐れがあります。
- 各マップでは、「テラフォーミング・マーズ」のアワードやマイルストーンも変化します。ヘラスのスペースバロンアワードや極地探検家のマイルストーンから、エリジウムのユニークなエステートディーラーのタイル目標まで、新しい戦略的チャンスに備えよう!  """
Shop/hellasShopButton,Text,,Discover the Hellas & Elysium expansion,Hellas & Elysium 拡張を発見する
Shop/hellasTitle,Text,,Hellas & Elysium,ヘラス＆エリシオン
Shop/preludeDescription,Text,,"<b>Enjoy new game mechanics and content with the Prelude Expansion. The taming of the Red Planet continues !</b> 
 
  • Join 5 new corporations: Point Luna, Cheung Shing Mars, Valley Trust, Vitor and Robinson Industries.

  • Discover the Prelude Phase and add a new layer of strategy to your games: choose 2 cards to specialize your corporation and get a boost on your first turns.
 
  • Add 7 new Projects to your games.

  • Face a new Solo Challenge and be the first to reach a Terraform Rating of 63 in 14 generations (or 12 generations if playing with the Prelude cards).

  • Customize your solo or online games and choose which parts of the expansion you wish to play with: Prelude Phase, Prelude Corporations or Prelude Projects.
 
  • Introducing the Wild Tag: when performing an action, the wild tag becomes a tag of your choice.","<b>プレリュード・エクスパンションで新しいゲームメカニズムとコンテンツをお楽しみください。赤い惑星の支配は続く！</b>
  • Point Luna、Cheung Shing Mars、Valley Trust、Vitor、Robinson Industriesの5つの新企業に参加しましょう。
  • プレリュードフェイズで、ゲームに新たな戦略性を持たせましょう。
  • 7つの新しいプロジェクトがゲームに加わります。
  • 新しいソロ・チャレンジに挑戦して、14世代（プレリュード・カードでプレイする場合は12世代）でテラフォーム・レート63に到達した最初の人になりましょう。
  • ソロやオンラインゲームをカスタマイズして、拡張機能のどの部分で遊ぶか選択できます。プレリュード・フェイズ、プレリュード・企業、プレリュード・プロジェクト。
  • ワイルドタグを導入：アクションを実行すると、ワイルドタグが好きなタグになります。"
Shop/preludeShopButton,Text,,Discover the Prelude expansion,プレリュードの拡張を発見する
Shop/preludeTitle,Text,,Prelude,プレリュード
Shop/thankYouPopup,Text,,Thanks for your purchase,お買い上げありがとうございました
Tooltip/AISub,Text,,"AI Substitution
Enabling Ai Substitution allows the computer to take over for players who are absent or offline. Recommended.","AI代理人
AI代理人を有効にすると、欠席やオフラインのプレイヤーの代わりをコンピューターが行うことができます。おすすめ。"
Tooltip/Actions,Text,,Use an action from a Blue Card or Corporations. These actions can be used once per generation.,青カードや企業のアクションを使用します。これらのアクションは、1世代に1回だけ使用できます。
Tooltip/Actions_title,Text,,Actions,アクション
Tooltip/AnimationSpeed,Text,,"Animation Speed
Select the speed of animation for feedback in-game:
Slow: slower animations (x0.8), with click needed to dismiss the played card feedback.
Default: normal speed animations, with cards dismissed automatically.
Fast: faster animations (x1.5), with cards dismissed automatically.
Very fast: even faster animations (x2.5), with cards dismissed automatically.
Skip Mine: no animations, resolution effects or transitions during your turn.
Skip All: no animations, resolution effects or transitions at all, even during your opponents' turns.","アニメーションの速度
ゲーム内のフィードバックに使用されるアニメーションの速度を選択します：
遅い：遅いアニメーション（0.8倍）、プレイしたカードのフィードバックを解除するためにクリックが必要です。
デフォルト：通常のスピードのアニメーションで、カードは自動的に取り除かれます。
速い: 速いアニメーション(1.5倍)で、カードは自動的に取り除かれます。
非常に速い：さらに速いアニメーション(2.5倍)で、カードは自動的に取り除かれます。
自分をスキップ：自分のターンの間、アニメーション、解像度の効果、トランジションがありません。
すべてスキップ：相手のターン中もアニメーションや解像度の効果、トランジションが一切発生しません。"
Tooltip/ArsiaMons_title,Text,,Arsia Mons,アルシアモンズ
Tooltip/AscraeusMons_title,Text,,Ascraeus Mons,アスクレイアスモンズ
Tooltip/AutoSwitchToCurrentPlayer,Text,,"Automatic board switch
Toggle between switching automatically the board view when the turn of a player starts or not.","自動盤面切替
プレイヤーの手番が始まったときに、自動的に盤面表示を切り替えるかどうかを切り替えます。"
Tooltip/Award,Text,,"Awards can be funded at any time, and give 5 VPs at the end of the game to the player that wins this category, and 2 VPs to the next one.
 Only 3 of the 5 awards can be funded in one game.",アワードはいつでも資金調達が可能で、ゲーム終了時にこのカテゴリーで優勝したプレイヤーに5VP、次のプレイヤーに2VPを与えます。1回のゲームでは、5つのアワードのうち3つしか資金を提供することができません。
Tooltip/Award_title,Text,,Award,アワード
Tooltip/CardDeck,Text,,Use cards to perform projects and get benefits of different kinds.,カードを使ってプロジェクトを実行し、さまざまな特典を手に入れることができます。
Tooltip/CardDeck_title,Text,,Project Card Hand,手持ちのプロジェクトカード
Tooltip/CardResource,Text,,Accumulate certain types of resources on cards to gain benefits such as actions or VPs.,カードに書かれた特定の種類の資源を集めると、アクションやVPなどの特典を得ることができます。
Tooltip/CardResource_title,Text,,Card Resources,カード資源
Tooltip/Card_ActionEffect,Text,,"Ongoing effect or action that may be used during the game. Once purchased, these actions and effects go to their respective place in the player tray.",ゲーム中に使用することができる継続的な効果やアクションのことです。これらのアクションや効果は、一度購入すると、プレイヤートレイのそれぞれの場所に移動します。
Tooltip/Card_ActionEffect_Corpo,Text,,"Ongoing effect or action that may be used during the game that are specific to your corporation. Once purchased, these actions and effects go to their respective place in the player tray.",ゲーム中に使用することができる、企業特有の継続的な効果やアクションです。購入すると、これらのアクションや効果は、プレイヤートレイのそれぞれの場所に移動します。
Tooltip/Card_ActionEffect_title,Text,,Actions and Effects,作用・効果
Tooltip/Card_Cost,Text,,The amount of M€ you pay to play the card from your hand.,手札からカードを出すために支払うM€の金額です。
Tooltip/Card_Cost_title,Text,,Card Cost,カードコスト
Tooltip/Card_DecreaseCost,Text,,"You can decrease the cost of your cards with Building tags by using Steel resources. 1 Steel = 2 M€
You can decrease the cost of your cards with Space tags by using Titanium resources. 1 Titanium = 3 M€","建物タグを持つカードは、鋼材を使用することでコストを下げることができます。鋼鉄1枚＝2M€
チタン資源を使用することで、空間タグを持つカードのコストを下げることができます。チタン1個＝3M"
Tooltip/Card_DecreaseCost_title,Text,,Decrease Cost,コスト削減
Tooltip/Card_Flavor,Text,,Background information for your corporation.,企業の背景情報です。
Tooltip/Card_Flavor_title,Text,,Corporation Description,会社概要
Tooltip/Card_ImmediateEffect,Text,,What you gain from playing the card.,カードをプレイすることで得られるもの
Tooltip/Card_ImmediateEffect_title,Text,,Immediate effects,即効性
Tooltip/Card_Requirement,Text,,Requirement that must be met in order to play the card.,そのカードをプレイするために満たさなければならない条件。
Tooltip/Card_Requirement_title,Text,,Requirement,要求事項
Tooltip/Card_StartingCondition,Text,,The resources and production you start with.,スタート時の資源と制作物。
Tooltip/Card_StartingCondition_title,Text,,Starting Conditions,起動条件
Tooltip/Card_Tags,Text,,"Describes the theme of the card. Tags can affect or be affected by other cards, or by the player board.",カードのテーマを記述します。タグは、他のカードやプレイヤーボードに影響を与えたり、影響を受けたりすることがあります。
Tooltip/Card_Tags_title,Text,,Tags,タグ
Tooltip/Card_UsedCards,Text,,See the cards that have been played by you in previous turns of the game.,ゲームの前のターンで、自分が出したカードを見ることができます。
Tooltip/Card_UsedCards_title,Text,,Cards Played,使用したカード
Tooltip/Card_VP,Text,,Victory Points you gain by playing the card. These are added to the Victory Point section of the player tray.,そのカードをプレイすることによって得られる勝利ポイントです。このポイントは、プレイヤートレイの勝利ポイントに加算されます。
Tooltip/Card_VP_title,Text,,Victory Points,勝利ポイント
Tooltip/ConvertHeat,Text,,Convert 8 heat resources to increase the tempreature level and your TR by one step.,熱源を8つ変換すると、テンパリングレベルと自分のTRが1段階上昇します。
Tooltip/ConvertHeat_title,Text,,Convert heat into temperature,熱を温度に変換する
Tooltip/ConvertPlant,Text,,"Convert 8 plant resources into a greenery tile and increase the oxygen level and your TR by one step, if possible.",植物資源8個を緑地タイルに変換し、可能であれば酸素濃度と自分のTRを1段階上昇させる。
Tooltip/ConvertPlant_title,Text,,Convert plants into greenery,植物を緑に変える
Tooltip/Corporation,Text,,See your Corporation's information,企業の情報を見る
Tooltip/Corporation_title,Text,,Corporation,企業
Tooltip/DraftVariant,Text,,Draft 4 cards to buy from instead of just drawing 4 to buy from.,4枚のカードを引いて購入するのではなく、4枚のカードをドラフトして購入する。
Tooltip/Effects,Text,,"See the ongoing effects given by Blue Cards or Corporations. These may be triggered any time, when their requirements are reached.",ブルーカードや企業による継続的な効果をご覧ください。これらは、条件が満たされれば、いつでも発動することができます。
Tooltip/Effects_title,Text,,Effects,効果
Tooltip/ElysiumMons_title,Text,,Elysium Mons,エリシオンモンス
Tooltip/Energy,Text,,"Energy is either used via an action on a blue card, or via a decrease in energy production. Leftover energy is converted into heat.",エネルギーは、青カードのアクションによって使われるか、エネルギー生産量の減少によって使われます。余ったエネルギーは熱に変換されます。
Tooltip/Energy_title,Text,,Energy,エネルギー
Tooltip/Fullscreen,Text,,"Fullscreen
Define if the game renders in fullscreen or windowed.","フルスクリーン
ゲームのレンダリングをフルスクリーンで行うかウィンドウで行うかを定義します。"
Tooltip/Ganymede,Text,,Only Ganymede Colony can be placed here. Ganymede Colony can be placed with a specific Project Card.,ここにはガニメデ・コロニーしか置けません。ガニメデ・コロニーは、特定のプロジェクトカードで配置することができます。
Tooltip/Ganymede_title,Text,,Ganymede Colony,ガニメデ・コロニー
Tooltip/Generation,Text,,Your current generation. This tells you how many turns have passed since the beginning of the game.,あなたの現在の世代です。ゲーム開始から何ターン経過しているかが分かります。
Tooltip/Generation_solo,Text,,Your current generation. You have until the 14th generation to terraform Mars.,あなたの現在の世代。火星をテラフォーミングするのは 14世代目までだ
Tooltip/Generation_solo_title,Text,,Generation,世代
Tooltip/Generation_title,Text,,Generation,世代
Tooltip/GraphicQuality,Text,,"Graphic quality
Define the game graphic quality level.
The lower the level, the less energy is needed to run the game.","グラフィック品質
ゲームのグラフィック品質レベルを定義します。
レベルが低いほど、ゲームを実行するのに必要なエネルギーが少なくなります。"
Tooltip/Heat,Text,,"As an action, 8 heat resources may be spent to increase temperature (and therefore your TR) by 1 step.",アクションとして、熱源8個を消費して気温（したがってあなたのTR）を1段階上昇させることができます。
Tooltip/Heat_title,Text,,Heat,熱
Tooltip/HecateTolus_title,Text,,Hecate Tolus,ヘカテ・トルース
Tooltip/Hellion_UseHeat,Text,,"Use Heat as M€ thanks to your Helion Corporation.
1 Heat = 1 M€","ヘリオン社に感謝し、熱をM€として使用する。
1熱量＝1M€"
Tooltip/Local,Text,,Play against AIs or play against your friends using the same device.,AIとの対戦や、同じ端末を使った友達との対戦が可能です。
Tooltip/Map,Text,,The map on which you will play.,プレイするマップです。
Tooltip/Megacredits,Text,,"The general currency used for buying and playing cards and using standard projects, milestones, and awards.",カードの購入やプレイ、標準的なプロジェクトやマイルストーン、アワードを使用する際に使用する一般的な通貨です。
Tooltip/Megacredits_title,Text,,MegaCredits (M€),メガクレジット (M€)
Tooltip/Milestone,Text,,"Milestones can be claimed to give you 5 VPs at the end of the game, once you reach their requirements.
 Only 3 of the 5 milestones can be claimed in one game.","マイルストーンは、その条件を満たすと、ゲーム終了時に5VPを獲得することができます。
1回のゲームで獲得できるのは、5つのマイルストーンのうち3つまでです。"
Tooltip/Milestone_title,Text,,Milestone,マイルストーン
Tooltip/Noctis,Text,,Only Noctis City can be placed here. Noctis City can be placed with a specific Project Card.,ノクティス・シティのみ配置可能です。ノクティス・シティは、特定のプロジェクトカードで配置することができます。
Tooltip/Noctis_title,Text,,Noctis City,ノクティス・シティ
Tooltip/OceanTiles,Text,,"Oceans can be placed on the reserved spots, marked in blue.",オーシャンは、青色で表示されている予約スポットに置くことができます。
Tooltip/OceanTiles_title,Text,,Ocean Tiles,オーシャンタイル
Tooltip/Oceans,Text,,"One of the 3 Global Parameters, along with the Temperature and Oxygen meters, to fill in order to terraform Mars and end the game. 
 There must be 9 oceans on Mars for the meter to be full.",火星をテラフォーミングし、ゲームを終了させるために、温度、酸素メーターと並ぶ3つのグローバルパラメータのうちの1つ。 満タンにするには、火星に9つの海洋がなければならない。
Tooltip/Oceans_title,Text,,Oceans,海洋
Tooltip/OlympusMons_title,Text,,Olympus Mons,オリンポスモンズ
Tooltip/Online,Text,,Play against other players online.,オンラインで他のプレーヤーと対戦する。
Tooltip/Oxygen,Text,,"One of the 3 Global Parameters, along with the Temperature and Ocean meters, to fill in order to terraform Mars and end the game. 
 The Oxygen level has to reach 14% for the meter to be full.","火星をテラフォーミングし、ゲームを終了させるために、温度、海洋と並ぶ3つのグローバルパラメータのうちの1つ。  
酸素濃度が14%になると満タンになる。"
Tooltip/Oxygen_title,Text,,Oxygen,酸素
Tooltip/PavonisMons_title,Text,,Pavonis Mons,パヴォーニスモンズ
Tooltip/Phobos,Text,,Only Phobos Space Haven can be placed here. Phobos Space Haven can be placed with a specific Project Card.,フォボス・スペース・ヘイヴンのみ配置可能です。フォボス・スペース・ヘイブンは、特定のプロジェクト・カードで配置することができます。
Tooltip/Phobos_title,Text,,Phobos Space Haven,フォボス・スペース・ヘイブン
Tooltip/PlaceTileZoom,Text,,"Tile Placement Zoom
When another player places a tile, show the location in replay.","タイル配置ズーム
他のプレイヤーがタイルを配置したとき、その位置をリプレイで表示します。"
Tooltip/Plant,Text,,"As an action, 8 plant resources can be converted into a greenery tile that you place on the board.",アクションとして、植物資源8個を緑地タイルに変換してボード上に配置することができます。
Tooltip/Plant_title,Text,,Plant,工場
Tooltip/PlayerTag,Text,,"Shows a player's current Terraform Rating.
You can select your opponents' tabs to see their player boards.","プレイヤーの現在のテラフォーマーズ評価を表示します。
対戦相手のタブを選択すると、そのプレイヤーのボードを見ることができます。"
Tooltip/PlayerTag_title,Text,,Player Tab,プレイヤータブ
Tooltip/Resolution,Text,,"Resolution
Define screen resolution as well as refresh rate.","解像度
リフレッシュレートと同様に画面解像度を定義する。"
Tooltip/RuleType,Text,,"Standard rules let you play a shorter version of the game. You start with one of production for all resources and have access to fewer cards. 
Corporate era rules let you play the extended version of the game. You start with no resource production and with all cards in the deck. ","標準的なルールでは、より短いバージョンのゲームをプレイすることができます。すべての資源について、生産量1個からスタートし、使用できるカードの枚数も少なくなります。
企業時代のルールでは、ゲームの拡張版をプレイすることができます。あなたは資源の生産を行わず、デッキにあるすべてのカードでスタートします。 "
Tooltip/RuleType_corporate,Text,,Corporate era rules let you play the extended version of the game. You start with no resource production and with all cards in the deck. ,企業時代のルールでは、ゲームの拡張版をプレイすることができます。資源を生産していない状態で、すべてのカードが山札にある状態でスタートします。 
Tooltip/RuleType_standard,Text,,Standard rules let you play a shorter version of the game. You start with one of production for all resources and have access to fewer cards.,標準的なルールでは、より短いバージョンのゲームをプレイすることができます。すべての資源を生産するために1枚からスタートし、使用できるカードの枚数も少なくなります。
Tooltip/ShowOpponentEndTurn,Text,,"When the turn of an opponent ends, plays automatically or not their actions' animations.",相手のターン終了時に、相手のアクションのアニメーションを自動再生するかしないかを設定します。
Tooltip/Solo,Text,,Try to terraform Mars on your own in a limited amount of generations.,限られた世代の中で、自力で火星のテラフォーミングに挑戦してください。
Tooltip/StandardProject,Text,,Actions that are always available to be used.,いつでも使えるアクション。
Tooltip/StandardProject_title,Text,,Standard Projects,標準プロジェクト
Tooltip/Steel,Text,,"Steel is used to pay for building cards, and is worth 2 M€ per unit.",鉄は、ビルディングカードの代金として使われ、1枚あたり2M€の価値がある。
Tooltip/Steel_title,Text,,Steel,スチール
Tooltip/Tags,Text,,"See all tags you've played. Tags can be necessary as a card requirement, or give you benefits for some actions.",あなたがプレイしたすべてのタグを見ることができます。タグはカードの条件として必要だったり、何かのアクションで特典を与えたりすることができます。
Tooltip/Tags_title,Text,,Tags,タグ
Tooltip/Temperature,Text,,"One of the 3 Global Parameters, along with the Oxygen and Ocean meters, to fill in order to terraform Mars and end the game. 
 The temperature has to reach 8°C for the meter to be full.","酸素メーター、海洋メーターと並ぶ3つのグローバルパラメーターの1つで、火星をテラフォーミングしてゲームを終了させるために満タンにする必要がある。
 満タンにするためには、気温が8℃になる必要がある。"
Tooltip/Temperature_title,Text,,Temperature,温度
Tooltip/TharsisTolus_title,Text,,Tharsis Tholus,サーシス・ソラス
